Companies,Symbols,Ratings,Risk
Construcciones y Auxiliar de Ferrocarriles SA,MCE:CAF,17.2,Low ESG Risk
"Construction Partners, Inc.",NAS:ROAD,46.8,Severe ESG Risk
"Consumer Portfolio Services, Inc.",NAS:CPSS,31.7,High ESG Risk
Continental Holdings Corp.,TAI:3703,37.2,High ESG Risk
"Continental Resources, Inc.",-,43.7,Severe ESG Risk
Continuum Green Energy Ltd. (Singapore),-,21.4,Medium ESG Risk
ContourGlobal Ltd.,-,25.9,Medium ESG Risk
Controladora Vuela Compañía de Aviación SAB de CV,MEX:VOLARA,27.2,Medium ESG Risk
ConvaTec Group Plc,LON:CTEC,16.6,Low ESG Risk
"Converge Information & Communications Tech Solutions, Inc.",PHS:CNVRG,19.6,Low ESG Risk
Converge Technology Solutions Corp.,TSE:CTS,28.3,Medium ESG Risk
"Convergent Energy & Power, Inc.",-,10.4,Low ESG Risk
"Cookpad, Inc.",TKS:2193,27.6,Medium ESG Risk
Cool Co. Ltd.,OSL:CLCO,30.4,High ESG Risk
Cooper Energy Ltd.,ASX:COE,41.6,Severe ESG Risk
"Cooper-Standard Holdings, Inc.",NYS:CPS,16.2,Low ESG Risk
Coöperatieve Rabobank UA,-,13.7,Low ESG Risk
Coor Service Management Holding AB,OME:COOR,9.6,Negligible ESG Risk
Copa Holdings SA,NYS:CPA,30.2,High ESG Risk
"Copart, Inc.",NAS:CPRT,16.0,Low ESG Risk
Copperstone Resources AB,OME:COPP,48.1,Severe ESG Risk
COPT Defense Properties,NYS:CDP,10.9,Low ESG Risk
Corbion NV,AMS:CRBN,22.6,Medium ESG Risk
Corby Spirit & Wine Ltd.,TSE:CSW.A,24.9,Medium ESG Risk
"Corcept Therapeutics, Inc.",NAS:CORT,27.6,Medium ESG Risk
Cordelio Amalco GP I,-,54.3,Severe ESG Risk
"Core & Main, Inc.",NYS:CNM,20.9,Medium ESG Risk
"Core Laboratories, Inc.",NYS:CLB,42.2,Severe ESG Risk
Core Lithium Ltd.,ASX:CXO,45.4,Severe ESG Risk
CoreCard Corp.,NYS:CCRD,25.6,Medium ESG Risk
"CoreCivic, Inc.",NYS:CXW,28.0,Medium ESG Risk
Corem Property Group AB,OME:CORE.A,17.1,Low ESG Risk
Coretronic Corp.,ROCO:5371,13.8,Low ESG Risk
"Corning, Inc.",NYS:GLW,16.5,Low ESG Risk
Coromandel International Ltd.,BOM:506395,36.8,High ESG Risk
Corona Corp.,TKS:5909,27.0,Medium ESG Risk
"Coronado Global Resources, Inc.",ASX:CRN,50.5,Severe ESG Risk
Coronation Fund Managers Ltd.,JSE:CML,27.5,Medium ESG Risk
Corporación Acciona Energias Renovables SA,MCE:ANE,10.7,Low ESG Risk
Corporación Financiera Alba SA,MCE:ALB,12.5,Low ESG Risk
Corporación Financiera Colombiana SA,BOG:CORFICOLCF,13.8,Low ESG Risk
Corporación Financiera de Desarrollo SA,-,13.8,Low ESG Risk
Corporación Inmobiliaria Vesta SAB de CV,MEX:VESTA,10.0,Low ESG Risk
Corporación Nacional del Cobre de Chile,-,25.0,Medium ESG Risk
Corporación Quiport SA,-,20.1,Medium ESG Risk
Corporate Travel Management Ltd.,ASX:CTD,24.1,Medium ESG Risk
Corporativo Fragua SAB de CV,MEX:FRAGUAB,24.8,Medium ESG Risk
"Corsair Gaming, Inc.",NAS:CRSR,19.3,Low ESG Risk
"Corteva, Inc.",NYS:CTVA,36.2,High ESG Risk
Corticeira Amorim SGPS SA,LIS:COR,11.4,Low ESG Risk
Coruripe Netherlands BV,-,26.5,Medium ESG Risk
"Corus Entertainment, Inc.",TSE:CJR.B,13.9,Low ESG Risk
CorVel Corp.,NAS:CRVL,20.7,Medium ESG Risk
Cosan SA,BSP:CSAN3,33.8,High ESG Risk
"COSCO SHIPPING Development Co., Ltd.",HKG:2866,23.8,Medium ESG Risk
"COSCO SHIPPING Energy Transportation Co., Ltd.",HKG:1138,25.1,Medium ESG Risk
COSCO SHIPPING Holdings Co. Ltd.,HKG:1919,22.7,Medium ESG Risk
"COSCO SHIPPING International (Hong Kong) Co., Ltd.",HKG:517,16.7,Low ESG Risk
"COSCO Shipping International (Singapore) Co., Ltd.",SES:F83,31.1,High ESG Risk
COSCO SHIPPING Ports Ltd.,HKG:1199,17.2,Low ESG Risk
"COSCO Shipping Specialized Carriers Co., Ltd.",SHG:600428,24.4,Medium ESG Risk
"Cosel Co., Ltd.",TKS:6905,26.7,Medium ESG Risk
"COSMAX, Inc.",KRX:192820,31.9,High ESG Risk
"Cosmo AM&T Co., Ltd.",KRX:005070,20.2,Medium ESG Risk
"Cosmo Energy Holdings Co., Ltd.",TKS:5021,42.0,Severe ESG Risk
Cosmo Pharmaceuticals NV,SWX:COPN,31.2,High ESG Risk
Cosmopolitan International Holdings Ltd.,HKG:120,21.4,Medium ESG Risk
COSMOS Pharmaceutical Corp.,TKS:3349,27.5,Medium ESG Risk
Costa Group Holdings Ltd.,-,33.1,High ESG Risk
Costain Group Plc,LON:COST,33.6,High ESG Risk
"Costamare, Inc.",NYS:CMRE,26.3,Medium ESG Risk
"CoStar Group, Inc.",NAS:CSGP,21.4,Medium ESG Risk
Costco Wholesale Corp.,NAS:COST,26.5,Medium ESG Risk
"Coterra Energy, Inc.",NYS:CTRA,36.1,High ESG Risk
Cottage Health Systems,-,26.9,Medium ESG Risk
"Coty, Inc.",NYS:COTY,26.6,Medium ESG Risk
"Couchbase, Inc.",NAS:BASE,21.9,Medium ESG Risk
Council of Europe Development Bank,-,5.5,Negligible ESG Risk
Country Garden Holdings Co. Ltd.,HKG:2007,22.5,Medium ESG Risk
Country Garden Services Holdings Co. Ltd.,HKG:6098,11.5,Low ESG Risk
"Coupang, Inc.",NYS:CPNG,25.9,Medium ESG Risk
"Coursera, Inc.",NYS:COUR,21.0,Medium ESG Risk
"Cousins Properties, Inc.",NYS:CUZ,11.3,Low ESG Risk
"Covenant Logistics Group, Inc.",NAS:CVLG,20.7,Medium ESG Risk
Coventry Building Society,-,17.3,Low ESG Risk
COVER Corp.,TKS:5253,20.6,Medium ESG Risk
Covestro AG,ETR:1COV,20.1,Medium ESG Risk
Covivio Hotels SCA,PAR:COVH,11.1,Low ESG Risk
Covivio SA,PAR:COV,5.9,Negligible ESG Risk
"COWAY Co., Ltd.",KRX:021240,18.2,Low ESG Risk
Cowell e Holdings Inc.,HKG:1415,23.1,Medium ESG Risk
"Cox Communications, Inc.",-,21.3,Medium ESG Risk
"Cox Enterprises, Inc.",-,42.1,Severe ESG Risk
CP All Public Co. Ltd.,BKK:CPALL,21.9,Medium ESG Risk
"CP Axtra Public Co., Ltd.",BKK:CPAXT,15.9,Low ESG Risk
CPFL Energia SA,BSP:CPFE3,32.8,High ESG Risk
"CPI Card Group, Inc.",NAS:PMTS,19.4,Low ESG Risk
CPI Property Group SA,ETR:O5G,11.6,Low ESG Risk
CPMC Holdings Ltd.,HKG:906,21.5,Medium ESG Risk
CPN Retail Growth Leasehold REIT,BKK:CPNREIT,11.0,Low ESG Risk
"CPPIB Capital, Inc.",-,30.0,Medium ESG Risk
"CRA International, Inc.",NAS:CRAI,19.1,Low ESG Risk
"Cracker Barrel Old Country Store, Inc.",NAS:CBRL,25.8,Medium ESG Risk
Craftsman Automation Ltd.,BOM:543276,25.1,Medium ESG Risk
Craneware Plc,LON:CRW,21.6,Medium ESG Risk
Cranswick Plc,LON:CWK,24.5,Medium ESG Risk
Crawford & Co.,NYS:CRD.B,21.7,Medium ESG Risk
Crayon Group Holding AS,OSL:CRAYN,16.6,Low ESG Risk
"CRE Logistics REIT, Inc.",TKS:3487,16.6,Low ESG Risk
Creades AB,OME:CRED.A,16.0,Low ESG Risk
"create restaurants holdings, inc.",TKS:3387,32.8,High ESG Risk
"Create SD Holdings Co., Ltd.",TKS:3148,18.1,Low ESG Risk
Creative & Innovative System Corp.,KRX:222080,40.6,Severe ESG Risk
Credicorp Ltd.,NYS:BAP,22.1,Medium ESG Risk
Credit Acceptance Corp.,NAS:CACC,25.3,Medium ESG Risk
Crédit Agricole Assurances SA,-,24.2,Medium ESG Risk
Credit Agricole Egypt,CAI:CIEB,33.1,High ESG Risk
Crédit Agricole Italia SpA,-,26.2,Medium ESG Risk
Crédit Agricole SA,PAR:ACA,22.9,Medium ESG Risk
CREDIT BANK OF MOSCOW PJSC,MIC:CBOM,32.5,High ESG Risk
Credit Corp. Group Ltd.,ASX:CCP,15.7,Low ESG Risk
Crédit Logement SA,-,23.7,Medium ESG Risk
Crédit Mutuel Arkéa SCFA,-,10.8,Low ESG Risk
Crédit Mutuel Home Loan SFH SA,-,23.2,Medium ESG Risk
"Credit Saison Co., Ltd.",TKS:8253,28.0,Medium ESG Risk
CreditAccess Grameen Ltd.,BOM:541770,17.3,Low ESG Risk
Credito Emiliano SpA,MIL:CE,26.1,Medium ESG Risk
Credo Technology Group Holding Ltd.,NAS:CRDO,22.8,Medium ESG Risk
Crescent Energy Co.,NYS:CRGY,51.7,Severe ESG Risk
Crescent Point Energy Corp.,TSE:CPG,42.9,Severe ESG Risk
Cresco Ltd.,TKS:4674,25.2,Medium ESG Risk
Crest Nicholson Holdings Plc,LON:CRST,17.3,Low ESG Risk
Crestwood Equity Partners LP,-,19.7,Low ESG Risk
"Crew Energy, Inc.",TSE:CR,42.8,Severe ESG Risk
CRH Plc,NYS:CRH,20.6,Medium ESG Risk
"Cricut, Inc.",NAS:CRCT,19.8,Low ESG Risk
"Crinetics Pharmaceuticals, Inc.",NAS:CRNX,31.9,High ESG Risk
CRISIL Ltd.,BOM:500092,18.5,Low ESG Risk
CRISPR Therapeutics AG,NAS:CRSP,25.4,Medium ESG Risk
Criteo SA,NAS:CRTO,17.6,Low ESG Risk
Criteria Caixa SA,-,11.3,Low ESG Risk
"Crocs, Inc.",NAS:CROX,15.3,Low ESG Risk
Croda International Plc,LON:CRDA,20.6,Medium ESG Risk
Crombie Real Estate Investment Trust,TSE:CRR.UT,18.8,Low ESG Risk
Crompton Greaves Consumer Electricals Ltd.,BOM:539876,15.2,Low ESG Risk
Cromwell European Real Estate Investment Trust,SES:CWBU,8.8,Negligible ESG Risk
Cromwell Property Group,ASX:CMW,13.5,Low ESG Risk
"Cronos Group, Inc.",TSE:CRON,41.3,Severe ESG Risk
CropEnergies AG,HAM:CE2,30.6,High ESG Risk
"Cross Country Healthcare, Inc.",NAS:CCRN,19.3,Low ESG Risk
"CrossFirst Bankshares, Inc.",NAS:CFB,27.7,Medium ESG Risk
Crosslinx Transit Solutions GP,-,32.0,High ESG Risk
"CrowdStrike Holdings, Inc.",NAS:CRWD,18.2,Low ESG Risk
"Crown Castle, Inc.",NYS:CCI,13.4,Low ESG Risk
"Crown Holdings, Inc.",NYS:CCK,10.5,Low ESG Risk
CRRC Corp. Ltd.,HKG:1766,31.2,High ESG Risk
"CryoPort, Inc.",NAS:CYRX,24.9,Medium ESG Risk
Crystal International Group Ltd.,HKG:2232,14.9,Low ESG Risk
"CrystalGenomics Invites Co., Ltd.",KRX:083790,32.9,High ESG Risk
"CS Disco, Inc.",NYS:LAW,23.9,Medium ESG Risk
CS Wind Corp.,KRX:112610,28.2,Medium ESG Risk
CSBC Corp. Taiwan,TAI:2208,24.0,Medium ESG Risk
"CSC Financial Co., Ltd.",HKG:6066,28.4,Medium ESG Risk
CStone Pharmaceuticals Co. Ltd.,HKG:2616,35.6,High ESG Risk
"CSW Industrials, Inc.",NAS:CSWI,26.6,Medium ESG Risk
CSX Corp.,NAS:CSX,22.0,Medium ESG Risk
CT Property Trust Ltd.,-,14.8,Low ESG Risk
CT Real Estate Investment Trust,TSE:CRT.UT,15.0,Low ESG Risk
CT Trust,-,36.0,High ESG Risk
"CTBC Financial Holding Co., Ltd.",TAI:2891,19.9,Low ESG Risk
CTCI Corp.,TAI:9933,24.6,Medium ESG Risk
Cteep - Companhia de Transmissao de Energia Eletrica Paulista,BSP:TRPL4,28.3,Medium ESG Risk
CTEK AB,OME:CTEK,27.7,Medium ESG Risk
"CTI Engineering Co., Ltd.",TKS:9621,42.3,Severe ESG Risk
"CTO Realty Growth, Inc.",NYS:CTO,18.6,Low ESG Risk
CTOS Digital Bhd.,KLS:5301,22.6,Medium ESG Risk
CTP NV,AMS:CTPNV,9.5,Negligible ESG Risk
"CTS Co., Ltd.",TKS:4345,26.1,Medium ESG Risk
CTS Corp.,NYS:CTS,8.7,Negligible ESG Risk
CTS Eventim AG & Co. KGaA,ETR:EVD,16.1,Low ESG Risk
CTS International Logistics Corp. Ltd.,SHG:603128,26.2,Medium ESG Risk
CTT - Correios de Portugal SA,LIS:CTT,16.4,Low ESG Risk
CTT Systems AB,OME:CTT,31.7,High ESG Risk
"CU, Inc.",-,33.6,High ESG Risk
"CUB Elecparts, Inc.",TAI:2231,23.9,Medium ESG Risk
CubeSmart,NYS:CUBE,16.5,Low ESG Risk
"Cuckoo Holdings Co., Ltd.",KRX:192400,25.7,Medium ESG Risk
"Cuckoo Homesys Co., Ltd.",KRX:284740,25.9,Medium ESG Risk
"Cue Biopharma, Inc.",NAS:CUE,28.2,Medium ESG Risk
"Cullen/Frost Bankers, Inc.",NYS:CFR,26.8,Medium ESG Risk
"Cullinan Oncology, Inc.",NAS:CGEM,34.7,High ESG Risk
Cummins India Ltd.,BOM:500480,24.2,Medium ESG Risk
"Cummins, Inc.",NYS:CMI,19.4,Low ESG Risk
"Cumulus Media, Inc.",NAS:CMLS,12.9,Low ESG Risk
Cureus GmbH,-,10.1,Low ESG Risk
CureVac NV,NAS:CVAC,27.9,Medium ESG Risk
Currys Plc,LON:CURY,12.5,Low ESG Risk
Curtiss-Wright Corp.,NYS:CW,37.5,High ESG Risk
"Curves Holdings Co., Ltd.",TKS:7085,35.2,High ESG Risk
Cury Construtora e Incorporadora SA,BSP:CURY3,21.1,Medium ESG Risk
Cushman & Wakefield Plc,NYS:CWK,16.5,Low ESG Risk
Custodian Property Income REIT Plc,LON:CREI,13.9,Low ESG Risk
"Custom Truck One Source, Inc.",NYS:CTOS,28.9,Medium ESG Risk
"Customers Bancorp, Inc.",NYS:CUBI,25.6,Medium ESG Risk
"Cutera, Inc.",NAS:CUTR,25.9,Medium ESG Risk
CVB Financial Corp.,NAS:CVBF,28.3,Medium ESG Risk
CVC Brasil Operadora e Agência de Viagens SA,BSP:CVCB3,34.6,High ESG Risk
"CVR Energy, Inc.",NYS:CVI,49.1,Severe ESG Risk
"CVRx, Inc.",NAS:CVRX,29.0,Medium ESG Risk
CVS Group Plc,LON:CVSG,30.3,High ESG Risk
CVS Health Corp.,NYS:CVS,22.0,Medium ESG Risk
"CyberAgent, Inc.",TKS:4751,17.5,Low ESG Risk
CyberArk Software Ltd.,NAS:CYBR,17.4,Low ESG Risk
"CYBERDYNE, Inc.",TKS:7779,36.0,High ESG Risk
Cyberlink Corp.,TAI:5203,26.8,Medium ESG Risk
"CyberTAN Technology, Inc.",TAI:3062,21.0,Medium ESG Risk
"Cybozu, Inc.",TKS:4776,24.3,Medium ESG Risk
Cydsa SAB de CV,MEX:CYDSASAA,26.3,Medium ESG Risk
Cyfrowy Polsat SA,WAR:CPS,18.5,Low ESG Risk
Cyient Ltd.,BOM:532175,17.3,Low ESG Risk
"CymaBay Therapeutics, Inc.",NAS:CBAY,36.9,High ESG Risk
Cyrela Brazil Realty SA Empreendimentos e Participações,BSP:CYRE3,18.1,Low ESG Risk
"Cytek Biosciences, Inc.",NAS:CTKB,29.0,Medium ESG Risk
"Cytokinetics, Inc.",NAS:CYTK,21.5,Medium ESG Risk
Czech Gas Networks Investments SARL,-,14.6,Low ESG Risk
D-Link Corp.,TAI:2332,12.4,Low ESG Risk
"D.R. Horton, Inc.",NYS:DHI,21.9,Medium ESG Risk
D'Amico International Shipping SA,MIL:DIS,35.8,High ESG Risk
D'Ieteren Group,BRU:DIE,11.5,Low ESG Risk
D/S Norden A/S,CSE:DNORD,21.6,Medium ESG Risk
"D&L Industries, Inc.",PHS:DNL,22.9,Medium ESG Risk
D&O Green Technologies Bhd.,KLS:7204,31.5,High ESG Risk
daa Plc,-,23.9,Medium ESG Risk
"Daan Gene Co., Ltd.",SHE:002030,30.6,High ESG Risk
Dabur India Ltd.,BOM:500096,32.3,High ESG Risk
Dada Nexus Ltd.,NAS:DADA,26.4,Medium ESG Risk
Dadi Early-Childhood Education Group Ltd.,ROCO:8437,16.0,Low ESG Risk
"Dae Myoung Energy Co., Ltd.",KRX:389260,30.6,High ESG Risk
"DAEA TI Co., Ltd.",KRX:045390,25.4,Medium ESG Risk
"DAEDUCK Co., Ltd.",KRX:008060,23.0,Medium ESG Risk
"Daeduck Electronics Co., Ltd.",KRX:353200,23.3,Medium ESG Risk
"DAEHAN FLOUR MILLS Co., Ltd.",KRX:001130,44.5,Severe ESG Risk
"Daejoo Electronic Materials Co., Ltd.",KRX:078600,41.5,Severe ESG Risk
Daesang Corp.,KRX:001680,37.6,High ESG Risk
"DAESUNG HOLDINGS Co., Ltd.",KRX:016710,47.8,Severe ESG Risk
Daewoo Engineering & Construction Co. Ltd.,KRX:047040,32.5,High ESG Risk
"Daewoong Co., Ltd.",KRX:003090,32.8,High ESG Risk
"Daewoong Pharmaceutical Co., Ltd.",KRX:069620,38.5,High ESG Risk
Dagang NeXchange Bhd.,KLS:4456,32.8,High ESG Risk
Dah Sing Banking Group Ltd.,HKG:2356,32.0,High ESG Risk
Dah Sing Financial Holdings Ltd.,HKG:440,29.3,Medium ESG Risk
"Dai Nippon Printing Co., Ltd.",TKS:7912,7.4,Negligible ESG Risk
"Dai Nippon Toryo Co., Ltd.",TKS:4611,37.7,High ESG Risk
"DAI-DAN Co., Ltd.",TKS:1980,31.0,High ESG Risk
"Dai-ichi Life Holdings, Inc.",TKS:8750,27.0,Medium ESG Risk
Daicel Corp.,TKS:4202,30.8,High ESG Risk
"Daido Metal Co., Ltd.",TKS:7245,23.4,Medium ESG Risk
"Daido Steel Co., Ltd.",TKS:5471,34.7,High ESG Risk
Daiei Kankyo Co. Ltd.,TKS:9336,24.6,Medium ESG Risk
"Daifuku Co., Ltd.",TKS:6383,18.0,Low ESG Risk
Daihen Corp.,TKS:6622,21.6,Medium ESG Risk
Daiho Corp.,TKS:1822,38.6,High ESG Risk
"Daiichi Jitsugyo Co., Ltd.",TKS:8059,27.3,Medium ESG Risk
"Daiichi Sankyo Co., Ltd.",TKS:4568,23.7,Medium ESG Risk
"Daiichikosho Co., Ltd.",TKS:7458,19.6,Low ESG Risk
Daiken Corp.,-,23.0,Medium ESG Risk
"Daiken Medical Co., Ltd.",TKS:7775,35.7,High ESG Risk
"Daiki Aluminium Industry Co., Ltd.",TKS:5702,33.7,High ESG Risk
DAIKIN INDUSTRIES Ltd.,TKS:6367,22.3,Medium ESG Risk
"Daikoku Denki Co., Ltd.",TKS:6430,14.5,Low ESG Risk
"Daikokutenbussan Co., Ltd.",TKS:2791,26.5,Medium ESG Risk
DaikyoNishikawa Corp.,TKS:4246,25.1,Medium ESG Risk
Daily Journal Corp.,NAS:DJCO,16.4,Low ESG Risk
Daimler Truck Holding AG,ETR:DTG,19.9,Low ESG Risk
"Dainichiseika Color & Chemicals Mfg. Co., Ltd.",TKS:4116,31.0,High ESG Risk
Daio Paper Corp.,TKS:3880,27.0,Medium ESG Risk
"Daiseki Co., Ltd.",TKS:9793,21.2,Medium ESG Risk
"Daishi Hokuetsu Financial Group, Inc.",TKS:7327,28.0,Medium ESG Risk
"Daishin Securities Co., Ltd.",KRX:003540,37.2,High ESG Risk
Daisyo Corp.,TKS:9979,35.3,High ESG Risk
"Daito Pharmaceutical Co., Ltd.",TKS:4577,40.5,Severe ESG Risk
Daito Trust Construction Co. Ltd.,TKS:1878,22.4,Medium ESG Risk
"Daiwa House Industry Co., Ltd.",TKS:1925,13.7,Low ESG Risk
Daiwa House REIT Investment Corp.,TKS:8984,12.4,Low ESG Risk
DAIWA INDUSTRIES LTD.,TKS:6459,32.7,High ESG Risk
Daiwa Office Investment Corp.,TKS:8976,14.1,Low ESG Risk
"Daiwa Securities Group, Inc.",TKS:8601,19.8,Low ESG Risk
Daiwa Securities Living Investment Corp.,TKS:8986,13.5,Low ESG Risk
"Daiwabo Holdings Co., Ltd.",TKS:3107,10.5,Low ESG Risk
"Dajin Heavy Industry Co., Ltd.",SHE:002487,48.8,Severe ESG Risk
Dakota Gold Corp.,ASE:DC,49.2,Severe ESG Risk
"Daktronics, Inc.",NAS:DAKT,17.6,Low ESG Risk
Dalata Hotel Group Plc,DUB:DHG,22.0,Medium ESG Risk
"Dali Foods Group Co., Ltd.",-,35.2,High ESG Risk
"Dalian Huarui Heavy Industry Group Co., Ltd.",SHE:002204,33.4,High ESG Risk
"Dalian Wanda Commercial Management Group Co., Ltd.",-,23.2,Medium ESG Risk
Dallah Healthcare Co.,SAU:4004,36.9,High ESG Risk
Dalmia Bharat Ltd.,BOM:542216,28.7,Medium ESG Risk
Dalrymple Bay Infrastructure Ltd.,ASX:DBI,21.6,Medium ESG Risk
DAMAC Real Estate Development Ltd.,-,18.3,Low ESG Risk
Dana Gas PJSC,ADS:DANA,40.9,Severe ESG Risk
"Dana, Inc.",NYS:DAN,17.7,Low ESG Risk
Danaher Corp.,NYS:DHR,11.7,Low ESG Risk
"Danal Co., Ltd.",KRX:064260,27.5,Medium ESG Risk
Danaos Corp.,NYS:DAC,23.4,Medium ESG Risk
Danel (Adir Yeoshua) Ltd.,TAE:DANE,17.4,Low ESG Risk
Danfoss A/S,-,23.2,Medium ESG Risk
Dangote Cement Plc,NSA:DANGCEM,37.3,High ESG Risk
"Danica Pension, Livsforsikringsaktieselskab",-,13.5,Low ESG Risk
Danieli & C. Officine Meccaniche SpA,MIL:DAN,30.2,High ESG Risk
"Danimer Scientific, Inc.",NYS:DNMR,36.7,High ESG Risk
Danmarks Skibskredit A/S,-,25.2,Medium ESG Risk
Danone SA,PAR:BN,17.8,Low ESG Risk
Danske Bank A/S,CSE:DANSKE,25.1,Medium ESG Risk
Danya Cebus Ltd.,TAE:DNYA,22.6,Medium ESG Risk
"Daol Investment & Securities Co., Ltd.",KRX:030210,38.8,High ESG Risk
Daou Data Corp.,KRX:032190,17.5,Low ESG Risk
"Daou Technology, Inc.",KRX:023590,39.0,High ESG Risk
"Daqin Railway Co., Ltd.",SHG:601006,31.7,High ESG Risk
Daqo New Energy Corp.,NYS:DQ,23.7,Medium ESG Risk
Dar Al Arkan Real Estate Development Co.,SAU:4300,30.3,High ESG Risk
"Darden Restaurants, Inc.",NYS:DRI,27.6,Medium ESG Risk
Darfon Electronics Corp.,TAI:8163,17.8,Low ESG Risk
Darktrace Plc,LON:DARK,21.5,Medium ESG Risk
"Darling Ingredients, Inc.",NYS:DAR,20.8,Medium ESG Risk
Darwin Precisions Corp.,TAI:6120,33.2,High ESG Risk
"Daseke, Inc.",NAS:DSKE,20.9,Medium ESG Risk
"DaShenLin Pharmaceutical Group Co., Ltd.",SHG:603233,41.5,Severe ESG Risk
Dassault Aviation SA,PAR:AM,35.8,High ESG Risk
Dassault Systèmes SA,PAR:DSY,14.2,Low ESG Risk
Data Patterns (India) Ltd.,BOM:543428,36.2,High ESG Risk
Data#3 Ltd.,ASX:DTL,17.6,Low ESG Risk
"Datadog, Inc.",NAS:DDOG,16.7,Low ESG Risk
Dayang Enterprise Holdings Bhd.,KLS:5141,29.6,Medium ESG Risk
"Dazhong Transportation (Group) Co., Ltd.",SHG:600611,24.4,Medium ESG Risk
DB Corp. Ltd.,BOM:533151,12.0,Low ESG Risk
"DB HITEK Co., Ltd.",KRX:000990,27.9,Medium ESG Risk
"DB Insurance Co., Ltd.",KRX:005830,24.9,Medium ESG Risk
"DBG Technology Co., Ltd.",SHE:300735,13.2,Low ESG Risk
DBNGP Holdings Pty Ltd.,-,31.5,High ESG Risk
DBS Bank Ltd.,-,21.1,Medium ESG Risk
DBS Group Holdings Ltd.,SES:D05,18.5,Low ESG Risk
DCB Bank Ltd.,BOM:532772,25.5,Medium ESG Risk
DCC Plc,LON:DCC,20.0,Medium ESG Risk
"DCM Holdings Co., Ltd.",TKS:3050,17.6,Low ESG Risk
DCM Shriram Ltd.,BOM:523367,31.4,High ESG Risk
DCP Midstream LP,-,30.9,High ESG Risk
De Grey Mining Ltd.,ASX:DEG,37.4,High ESG Risk
De La Rue Plc,LON:DLAR,7.2,Negligible ESG Risk
De Volksbank NV,-,11.5,Low ESG Risk
De'Longhi SpA,MIL:DLG,13.5,Low ESG Risk
"Dear U Co., Ltd.",KRX:376300,27.5,Medium ESG Risk
Dechra Pharmaceuticals Plc,-,18.7,Low ESG Risk
"Deciphera Pharmaceuticals, Inc.",NAS:DCPH,21.2,Medium ESG Risk
Deckers Outdoor Corp.,NYS:DECK,15.7,Low ESG Risk
Dedicare AB,OME:DEDI,21.2,Medium ESG Risk
Deepak Fertilisers & Petrochemicals Corp. Ltd.,BOM:500645,41.3,Severe ESG Risk
Deepak Nitrite Ltd.,BOM:506401,36.4,High ESG Risk
Deere & Co.,NYS:DE,19.9,Low ESG Risk
Definitive Healthcare Corp.,NAS:DH,21.9,Medium ESG Risk
Definity Financial Corp.,TSE:DFY,21.9,Medium ESG Risk
"Dehua TB New Decoration Material Co., Ltd.",SHE:002043,31.3,High ESG Risk
DekaBank Deutsche Girozentrale,-,16.9,Low ESG Risk
Delegat Group Ltd.,NZE:DGL,28.3,Medium ESG Risk
Delek Automotive Systems Ltd.,TAE:DLEA,16.0,Low ESG Risk
Delek Group Ltd.,TAE:DLEKG,49.3,Severe ESG Risk
"Delek US Holdings, Inc.",NYS:DK,39.5,High ESG Risk
Delhi International Airport Ltd.,-,21.3,Medium ESG Risk
Delhivery Ltd.,BOM:543529,24.1,Medium ESG Risk
Deliveroo Plc,LON:ROO,23.4,Medium ESG Risk
Delivery Hero SE,ETR:DHER,23.4,Medium ESG Risk
"Delixi New Energy Technology Co., Ltd.",SHG:603032,26.1,Medium ESG Risk
"Dell Technologies, Inc.",NYS:DELL,16.4,Low ESG Risk
"Denali Therapeutics, Inc.",NAS:DNLI,24.9,Medium ESG Risk
Denbury Inc.,-,33.2,High ESG Risk
Denison Mines Corp.,TSE:DML,37.6,High ESG Risk
"Denka Co., Ltd.",TKS:4061,33.0,High ESG Risk
Denny's Corp.,NAS:DENN,25.7,Medium ESG Risk
DENSO Corp.,TKS:6902,17.2,Low ESG Risk
dentalcorp Holdings Ltd.,TSE:DNTL,21.7,Medium ESG Risk
"Dentium Co., Ltd.",KRX:145720,38.3,High ESG Risk
"Dentsply Sirona, Inc.",NAS:XRAY,14.9,Low ESG Risk
"Dentsu Group, Inc.",TKS:4324,20.2,Medium ESG Risk
"Dentsu Soken, Inc.",TKS:4812,19.3,Low ESG Risk
"Denyo Co., Ltd.",TKS:6517,24.6,Medium ESG Risk
"Depo Auto Parts Industrial Co., Ltd.",TAI:6605,33.2,High ESG Risk
"Deppon Logistics Co., Ltd.",SHG:603056,27.2,Medium ESG Risk
Derby Healthcare Plc,-,25.9,Medium ESG Risk
Derichebourg SA,PAR:DBG,26.4,Medium ESG Risk
Dermapharm Holding SE,ETR:DMP,24.5,Medium ESG Risk
Derwent London Plc,LON:DLN,13.4,Low ESG Risk
Descente Ltd.,TKS:8114,18.1,Low ESG Risk
"Design Therapeutics, Inc.",NAS:DSGN,28.3,Medium ESG Risk
"Designer Brands, Inc.",NYS:DBI,17.2,Low ESG Risk
"Desktop Metal, Inc.",NYS:DM,23.1,Medium ESG Risk
"Destination XL Group, Inc.",NAS:DXLG,17.0,Low ESG Risk
Deterra Royalties Ltd.,ASX:DRR,11.9,Low ESG Risk
Detsky Mir PJSC,MIC:DSKY,18.7,Low ESG Risk
DEUTSCHE APOTHEKER- UND ÄRZTEBANK eG,-,19.6,Low ESG Risk
