ISO (3),Companies,Symbols,Ratings,Risk,Industry,Environmental score,Social score,Governance score
SWE,Corem Property Group AB,OME:CORE.A,17.1,Low ESG Risk,Real Estate,,,
USA,"Audacy, Inc.",OTC:AUDAQ,19.8,Low ESG Risk,Media,,,
DNK,NKT A/S,CSE:NKT,20.8,Medium ESG Risk,Electrical Equipment,,,
CHN,Wan Hai Lines Ltd.,TAI:2615,16.4,Low ESG Risk,Transportation,,,
USA,Health Care Service Corp.,-,30.7,High ESG Risk,Insurance,,,
JPN,"Kotobuki Spirits Co., Ltd.",TKS:2222,39.1,High ESG Risk,Food Products,,,
AUS,WestConnex Pty Ltd.,-,28.1,Medium ESG Risk,Construction & Engineering,,,
CHN,Vatti Corp. Ltd.,SHE:002035,24.9,Medium ESG Risk,Consumer Durables,,,
DEU,flatexDEGIRO AG,ETR:FTK,18.7,Low ESG Risk,Diversified Financials,,,
USA,"Talos Energy, Inc.",NYS:TALO,31.2,High ESG Risk,Oil & Gas Producers,,,
USA,Federal Express Corp.,-,17.9,Low ESG Risk,Transportation,,,
CHN,"Jinke Property Group Co., Ltd.",SHE:000656,28.7,Medium ESG Risk,Real Estate,,,
DEU,Bausparkasse Schwäbisch Hall AG,-,21.8,Medium ESG Risk,Banks,,,
AUS,Newcrest Mining Ltd.,-,31.6,High ESG Risk,Precious Metals,,,
USA,"Hub Group, Inc.",NAS:HUBG,22.6,Medium ESG Risk,Transportation,,,
THA,"Supalai Public Co., Ltd.",BKK:SPALI,17.8,Low ESG Risk,Real Estate,,,
CHN,"Zhuguang Holdings Group Co., Ltd.",HKG:1176,22.7,Medium ESG Risk,Real Estate,,,
JPN,"Recruit Holdings Co., Ltd.",TKS:6098,10.0,Negligible ESG Risk,Commercial Services,,,
ISR,Shapir Engineering & Industry Ltd.,TAE:SPEN,41.2,Severe ESG Risk,Construction & Engineering,,,
USA,Primis Financial Corp.,NAS:FRST,30.2,High ESG Risk,Banks,,,
CHN,Central China New Life Ltd.,HKG:9983,17.8,Low ESG Risk,Real Estate,,,
IND,Avenue Supermarts Ltd.,BOM:540376,29.8,Medium ESG Risk,Food Retailers,,,
KOR,SeAH Steel Holdings Corp.,KRX:003030,37.5,High ESG Risk,Steel,,,
USA,SVB Financial Group,OTC:SIVBQ,31.3,High ESG Risk,Banks,,,
USA,"Ginkgo Bioworks Holdings, Inc.",NYS:DNA,31.9,High ESG Risk,Pharmaceuticals,,,
USA,"Weis Markets, Inc.",NYS:WMK,26.2,Medium ESG Risk,Food Retailers,,,
COL,Cementos Argos SA,BOG:CEMARGOS,28.3,Medium ESG Risk,Construction Materials,,,
NZL,Scales Corp. Ltd.,NZE:SCL,37.7,High ESG Risk,Food Products,,,
CHN,"QuantumCTek Co., Ltd.",SHG:688027,26.1,Medium ESG Risk,Technology Hardware,,,
IND,Borosil Renewables Ltd.,BOM:502219,27.9,Medium ESG Risk,Chemicals,,,
IND,Rajesh Exports Ltd.,BOM:531500,18.9,Low ESG Risk,Textiles & Apparel,,,
GBR,easyJet Plc,LON:EZJ,25.4,Medium ESG Risk,Transportation,,,
IRL,Perrigo Co. Plc,NYS:PRGO,34.4,High ESG Risk,Household Products,,,
CHN,Ennoconn Corp.,TAI:6414,28.6,Medium ESG Risk,Technology Hardware,,,
GBR,Topps Tiles Plc,LON:TPT,15.2,Low ESG Risk,Retailing,,,
SVK,Slovenská sporitelna AS,-,20.2,Medium ESG Risk,Banks,,,
KOR,"Celltrion Healthcare Co., Ltd.",-,18.6,Low ESG Risk,Healthcare,,,
CHN,Weibo Corp.,HKG:9898,27.3,Medium ESG Risk,Software & Services,,,
AUS,University of Western Sydney,-,13.1,Low ESG Risk,Consumer Services,,,
USA,"Fidelity National Information Services, Inc.",NYS:FIS,17.4,Low ESG Risk,Software & Services,4.1,8.2,5.2
TUR,Konya Çimento Sanayii AS,IST:KONYA.E,46.6,Severe ESG Risk,Construction Materials,,,
JPN,Shimizu Corp.,TKS:1803,36.2,High ESG Risk,Construction & Engineering,,,
GBR,DWF Group Plc,-,19.0,Low ESG Risk,Commercial Services,,,
ISR,Wix.com Ltd.,NAS:WIX,20.7,Medium ESG Risk,Software & Services,,,
USA,"PTC Therapeutics, Inc.",NAS:PTCT,22.6,Medium ESG Risk,Pharmaceuticals,,,
CHL,Banco Itau Chile,SGO:ITAUCL,27.5,Medium ESG Risk,Banks,,,
CAN,The Calgary Airport Authority,-,21.6,Medium ESG Risk,Transportation Infrastructure,,,
THA,"Krung Thai Bank Public Co., Ltd.",BKK:KTB,26.8,Medium ESG Risk,Banks,,,
USA,President & Fellows of Harvard College,-,17.1,Low ESG Risk,Consumer Services,,,
GBR,ME Group International Plc,LON:MEGP,16.7,Low ESG Risk,Consumer Services,,,
USA,Bank of Hawaii Corp.,NYS:BOH,24.7,Medium ESG Risk,Banks,,,
JPN,"Kanagawa Chuo Kotsu Co., Ltd.",TKS:9081,24.7,Medium ESG Risk,Transportation,,,
KOR,Lotte Energy Materials Corp.,KRX:020150,30.0,Medium ESG Risk,Technology Hardware,,,
CAN,Teck Resources Limited,TSE:TECK.B,20.5,Medium ESG Risk,Diversified Metals,,,
GBR,Zimplats Holdings Ltd.,ASX:ZIM,34.7,High ESG Risk,Precious Metals,,,
CAN,First West Credit Union,-,11.3,Low ESG Risk,Banks,,,
LUX,Bevco Lux SARL,-,19.8,Low ESG Risk,Diversified Financials,,,
USA,"Vitesse Energy, Inc.",NYS:VTS,47.7,Severe ESG Risk,Oil & Gas Producers,,,
CHN,CECEP Wind-Power Corp.,SHG:601016,28.5,Medium ESG Risk,Utilities,,,
SWE,Note AB,OME:NOTE,5.6,Negligible ESG Risk,Technology Hardware,,,
CYP,MHP SE,LON:MHPC,40.9,Severe ESG Risk,Food Products,,,
CHE,UBS Group AG,SWX:UBSG,27.5,Medium ESG Risk,Diversified Financials,1.0,12.5,14.7
GBR,Aston Martin Lagonda Global Holdings Plc,LON:AML,30.5,High ESG Risk,Automobiles,,,
GBR,Speedy Hire Plc,LON:SDY,21.0,Medium ESG Risk,Traders & Distributors,,,
GBR,Ultimate Products PLC,LON:ULTP,18.9,Low ESG Risk,Consumer Durables,,,
SWE,SBAB Bank AB (publ),-,17.2,Low ESG Risk,Banks,,,
THA,"Minor International Public Co., Ltd.",BKK:MINT,26.4,Medium ESG Risk,Consumer Services,,,
KWT,Boubyan Bank KSC,KUW:BOUBYAN,29.5,Medium ESG Risk,Banks,,,
CHL,Empresa Nacional del Petróleo SA,-,41.5,Severe ESG Risk,Oil & Gas Producers,,,
ARG,YPF Energía Eléctrica SA,-,29.3,Medium ESG Risk,Utilities,,,
CHN,"JD.com, Inc.",HKG:9618,25.5,Medium ESG Risk,Retailing,,,
USA,"Hagerty, Inc.",NYS:HGTY,32.1,High ESG Risk,Insurance,,,
JPN,CAC Holdings Corp.,TKS:4725,25.9,Medium ESG Risk,Software & Services,,,
BRA,Cielo SA,BSP:CIEL3,16.7,Low ESG Risk,Software & Services,,,
USA,Central Pacific Financial Corp.,NYS:CPF,23.1,Medium ESG Risk,Banks,,,
USA,"TriNet Group, Inc.",NYS:TNET,9.4,Negligible ESG Risk,Commercial Services,,,
CHN,Win Semiconductors Corp.,ROCO:3105,24.3,Medium ESG Risk,Semiconductors,,,
ESP,Nortegas Energía Distribución SA,-,23.0,Medium ESG Risk,Utilities,,,
GBR,Intertek Group Plc,LON:ITRK,18.3,Low ESG Risk,Commercial Services,,,
USA,"Tellurian, Inc.",ASE:TELL,41.7,Severe ESG Risk,Refiners & Pipelines,,,
AUS,MAAS Group Holdings Ltd.,ASX:MGH,27.5,Medium ESG Risk,Traders & Distributors,,,
CHE,Cembra Money Bank AG,SWX:CMBN,16.1,Low ESG Risk,Diversified Financials,,,
USA,"Resources Connection, Inc.",NAS:RGP,16.3,Low ESG Risk,Commercial Services,,,
IND,The Shipping Corp. of India Ltd.,BOM:523598,25.0,Medium ESG Risk,Transportation,,,
PRT,Brisa Concessão Rodoviária SA,-,9.7,Negligible ESG Risk,Transportation Infrastructure,,,
USA,Hillman Solutions Corp.,NAS:HLMN,26.8,Medium ESG Risk,Traders & Distributors,,,
GBR,Subsea 7 SA,OSL:SUBC,17.3,Low ESG Risk,Energy Services,,,
USA,The George Washington University,-,13.3,Low ESG Risk,Consumer Services,,,
CHN,Wowprime Corp.,TAI:2727,27.7,Medium ESG Risk,Consumer Services,,,
MYS,Telekom Malaysia Bhd.,KLS:4863,24.2,Medium ESG Risk,Telecommunication Services,,,
IND,Rossari Biotech Ltd.,BOM:543213,28.2,Medium ESG Risk,Chemicals,,,
SGP,CapitaLand Ascendas REIT,SES:A17U,13.2,Low ESG Risk,Real Estate,,,
JPN,Mizuno Corp.,TKS:8022,12.0,Low ESG Risk,Consumer Durables,,,
BRA,MRV Engenharia e Participaçoes SA,BSP:MRVE3,13.5,Low ESG Risk,Homebuilders,,,
IND,Suven Pharmaceuticals Ltd.,BOM:543064,13.2,Low ESG Risk,Pharmaceuticals,,,
JPN,"KOMATSU MATERE Co., Ltd.",TKS:3580,23.1,Medium ESG Risk,Textiles & Apparel,,,
KOR,"Yuanta Securities Korea Co., Ltd.",KRX:003470,31.0,High ESG Risk,Diversified Financials,,,
USA,"Xeris Biopharma Holdings, Inc.",NAS:XERS,27.4,Medium ESG Risk,Pharmaceuticals,,,
ARE,Sharjah Sukuk Ltd.,-,42.9,Severe ESG Risk,Construction Materials,,,
USA,"OptiNose, Inc.",NAS:OPTN,35.8,High ESG Risk,Pharmaceuticals,,,
KOR,"Hyundai Elevator Co., Ltd.",KRX:017800,19.5,Low ESG Risk,Machinery,,,
THA,Kerry Express (Thailand) Public Co. Ltd.,BKK:KEX,16.8,Low ESG Risk,Transportation,,,
CHN,Inner Mongolia Baotou Steel Union Co. Ltd.,SHG:600010,65.3,Severe ESG Risk,Steel,,,
CHN,"Hangzhou Tigermed Consulting Co., Ltd.",HKG:3347,16.8,Low ESG Risk,Pharmaceuticals,,,
GBR,Everest Group Ltd.,NYS:EG,18.3,Low ESG Risk,Insurance,,,
CHN,"Huafon Chemical Co., Ltd.",SHE:002064,18.2,Low ESG Risk,Textiles & Apparel,,,
PRT,NOS SGPS SA,LIS:NOS,14.6,Low ESG Risk,Telecommunication Services,,,
USA,"Carrols Restaurant Group, Inc.",NAS:TAST,30.3,High ESG Risk,Consumer Services,,,
THA,Sri Trang Gloves (Thailand) Public Co. Ltd.,BKK:STGT,13.5,Low ESG Risk,Healthcare,,,
GBR,Reflex Vehicle Hire Ltd.,-,13.6,Low ESG Risk,Transportation,,,
USA,CNB Financial Corp. (Pennsylvania),NAS:CCNE,31.0,High ESG Risk,Banks,,,
CHN,"Asymchem Laboratories (Tianjin) Co., Ltd.",HKG:6821,20.2,Medium ESG Risk,Pharmaceuticals,,,
USA,"Progress Energy, Inc.",-,33.6,High ESG Risk,Utilities,,,
USA,Snap One Holdings Corp.,NAS:SNPO,23.7,Medium ESG Risk,Consumer Durables,,,
KOR,"Medy-Tox, Inc.",KRX:086900,29.9,Medium ESG Risk,Pharmaceuticals,,,
USA,"Cross Country Healthcare, Inc.",NAS:CCRN,19.3,Low ESG Risk,Healthcare,,,
JPN,"Nippon Carbon Co., Ltd.",TKS:5302,24.6,Medium ESG Risk,Electrical Equipment,,,
FRA,Eurazeo SA,PAR:RF,16.7,Low ESG Risk,Diversified Financials,,,
ITA,Iveco Group NV,MIL:IVG,21.0,Medium ESG Risk,Machinery,,,
FRA,Believe SA,PAR:BLV,13.7,Low ESG Risk,Media,,,
JPN,"The Hyakujushi Bank, Ltd.",TKS:8386,29.7,Medium ESG Risk,Banks,,,
USA,"Coherus BioSciences, Inc.",NAS:CHRS,28.1,Medium ESG Risk,Pharmaceuticals,,,
THA,"Bangkok Aviation Fuel Services Public Co., Ltd.",BKK:BAFS,20.8,Medium ESG Risk,Transportation Infrastructure,,,
KOR,"Woori Investment Bank Co., Ltd.",-,33.7,High ESG Risk,Diversified Financials,,,
USA,"Zentalis Pharmaceuticals, Inc.",NAS:ZNTL,26.1,Medium ESG Risk,Pharmaceuticals,,,
JPN,"ULVAC, Inc.",TKS:6728,25.8,Medium ESG Risk,Semiconductors,,,
USA,"Essential Properties Realty Trust, Inc.",NYS:EPRT,17.0,Low ESG Risk,Real Estate,,,
MEX,Grupo Comercial Chedraui SAB de CV,MEX:CHDRAUIB,21.7,Medium ESG Risk,Food Retailers,,,
USA,"Focus Financial Partners, Inc.",-,24.9,Medium ESG Risk,Diversified Financials,,,
USA,Westinghouse Air Brake Technologies Corp.,NYS:WAB,23.6,Medium ESG Risk,Machinery,5.4,12.0,6.0
GBR,Balfour Beatty Plc,LON:BBY,30.2,High ESG Risk,Construction & Engineering,,,
USA,"PGT Innovations, Inc.",NYS:PGTI,33.3,High ESG Risk,Building Products,,,
SAU,Hail Cement Co.,SAU:3001,39.3,High ESG Risk,Construction Materials,,,
USA,"Uber Technologies, Inc.",NYS:UBER,25.7,Medium ESG Risk,Software & Services,,,
CHL,Quiñenco SA,SGO:QUINENCO,57.8,Severe ESG Risk,Industrial Conglomerates,,,
AUT,Polytec Holding AG,WBO:PYT,13.8,Low ESG Risk,Auto Components,,,
CAN,"Hudbay Minerals, Inc.",TSE:HBM,28.5,Medium ESG Risk,Diversified Metals,,,
CHN,"Jason Furniture (Hangzhou) Co., Ltd.",SHG:603816,17.2,Low ESG Risk,Consumer Durables,,,
USA,White Mountains Insurance Group Ltd.,NYS:WTM,23.3,Medium ESG Risk,Insurance,,,
USA,"Splunk, Inc.",NAS:SPLK,21.7,Medium ESG Risk,Software & Services,4.9,10.9,6.1
CHN,"Bank of Xi'an Co., Ltd.",SHG:600928,36.2,High ESG Risk,Banks,,,
FRA,Interparfums,PAR:ITP,24.8,Medium ESG Risk,Household Products,,,
USA,"PowerSchool Holdings, Inc.",NYS:PWSC,18.5,Low ESG Risk,Software & Services,,,
ITA,Maire Tecnimont SpA,MIL:MAIRE,22.4,Medium ESG Risk,Construction & Engineering,,,
SWE,Hemnet Group AB,OME:HEM,23.7,Medium ESG Risk,Software & Services,,,
PHL,Bloomberry Resorts Corp.,PHS:BLOOM,33.9,High ESG Risk,Consumer Services,,,
USA,"Standard Industries, Inc.",-,32.9,High ESG Risk,Building Products,,,
IND,Nestlé India Ltd.,BOM:500790,25.1,Medium ESG Risk,Food Products,,,
GBR,Games Workshop Group Plc,LON:GAW,14.2,Low ESG Risk,Consumer Durables,,,
USA,Meltwater NV,-,25.0,Medium ESG Risk,Software & Services,,,
JPN,"Studio Alice Co., Ltd.",TKS:2305,20.1,Medium ESG Risk,Consumer Services,,,
CHN,"Hundsun Technologies, Inc.",SHG:600570,21.4,Medium ESG Risk,Software & Services,,,
CHN,"Jiangsu Provincial Agricultural Reclamation & Dev Co., Ltd",SHG:601952,42.4,Severe ESG Risk,Food Products,,,
JPN,"THE NIPPON ROAD CO., LTD.",TKS:1884,37.3,High ESG Risk,Construction & Engineering,,,
JPN,CMK Corp.,TKS:6958,23.1,Medium ESG Risk,Technology Hardware,,,
CHN,"Chengdu CORPRO Technology Co., Ltd.",SHE:300101,25.5,Medium ESG Risk,Technology Hardware,,,
LUX,SELP Finance SARL,-,16.3,Low ESG Risk,Real Estate,,,
CHN,"China Publishing & Media Holdings Co., Ltd.",SHG:601949,16.3,Low ESG Risk,Media,,,
USA,"Crown Holdings, Inc.",NYS:CCK,10.5,Low ESG Risk,Containers & Packaging,,,
CHN,"HannsTouch Solution, Inc.",TAI:3049,22.0,Medium ESG Risk,Technology Hardware,,,
SWE,Bong AB,OME:BONG,11.2,Low ESG Risk,Commercial Services,,,
GBR,Conduit Holdings Ltd.,LON:CRE,34.3,High ESG Risk,Insurance,,,
USA,Peoples Financial Services Corp.,NAS:PFIS,29.3,Medium ESG Risk,Banks,,,
POL,PKO Bank Hipoteczny SA,-,26.7,Medium ESG Risk,Banks,,,
JPN,Medipal Holdings Corp.,TKS:7459,18.5,Low ESG Risk,Healthcare,,,
JPN,Nojima Corp.,TKS:7419,18.0,Low ESG Risk,Retailing,,,
USA,"FTC Solar, Inc.",NAS:FTCI,21.3,Medium ESG Risk,Software & Services,,,
QAT,Ezdan Holding Group,DSMD:ERES,27.8,Medium ESG Risk,Real Estate,,,
AUS,Megaport Ltd.,ASX:MP1,24.0,Medium ESG Risk,Software & Services,,,
USA,"Saia, Inc.",NAS:SAIA,17.6,Low ESG Risk,Transportation,,,
JPN,"BELLSYSTEM24 Holdings, Inc.",TKS:6183,9.6,Negligible ESG Risk,Commercial Services,,,
USA,"MainStreet Bancshares, Inc.",NAS:MNSB,34.5,High ESG Risk,Banks,,,
JPN,Yokogawa Bridge Holdings Corp.,TKS:5911,36.1,High ESG Risk,Construction & Engineering,,,
SWE,LSTH Svenska Handelsfastigheter AB,-,8.4,Negligible ESG Risk,Real Estate,,,
JPN,NTT UD REIT Investment Corp.,TKS:8956,20.1,Medium ESG Risk,Real Estate,,,
USA,SITE Centers Corp.,NYS:SITC,14.4,Low ESG Risk,Real Estate,,,
JPN,"TS TECH CO., LTD.",TKS:7313,9.3,Negligible ESG Risk,Auto Components,,,
JPN,Maruichi Steel Tube Ltd.,TKS:5463,40.2,Severe ESG Risk,Steel,,,
CHN,"Joyoung Co., Ltd.",SHE:002242,22.4,Medium ESG Risk,Consumer Durables,,,
CHN,Dian Diagnostics Group Co. Ltd.,SHE:300244,30.8,High ESG Risk,Healthcare,,,
USA,"thredUP, Inc.",NAS:TDUP,24.1,Medium ESG Risk,Retailing,,,
CHN,"Beijing Sanlian Hope Shin-Gosen Technical Service Co., Ltd.",SHE:300384,22.7,Medium ESG Risk,Textiles & Apparel,,,
CHN,"LVGEM (China) Real Estate Investment Co., Ltd.",HKG:95,19.0,Low ESG Risk,Real Estate,,,
CHN,"Chang Wah Technology Co., Ltd.",ROCO:6548,31.4,High ESG Risk,Semiconductors,,,
FRA,Holding d'Infrastructures des Métiers de l'Environnement SAS,-,36.9,High ESG Risk,Utilities,,,
USA,"Republic Services, Inc.",NYS:RSG,19.3,Low ESG Risk,Commercial Services,11.2,6.0,3.7
USA,"S.C. Johnson & Son, Inc.",-,25.3,Medium ESG Risk,Household Products,,,
CHN,"Zhejiang Seaport International Co., Ltd.",-,18.2,Low ESG Risk,Transportation Infrastructure,,,
CHN,"CNNC Hua Yuan Titanium Dioxide Co., Ltd.",SHE:002145,30.2,High ESG Risk,Chemicals,,,
CAN,Ottawa Macdonald Cartier International Airport Authority,-,21.8,Medium ESG Risk,Transportation Infrastructure,,,
CYP,TCS Group Holding Plc,-,30.0,High ESG Risk,Diversified Financials,,,
DEU,Bertrandt AG,ETR:BDT,23.3,Medium ESG Risk,Commercial Services,,,
CHN,"Hubei Xingfa Chemicals Group Co., Ltd.",SHG:600141,42.1,Severe ESG Risk,Chemicals,,,
USA,"Sirius XM Holdings, Inc.",NAS:SIRI,16.2,Low ESG Risk,Media,,,
CHN,"Jiangsu Yoke Technology Co., Ltd.",SHE:002409,32.4,High ESG Risk,Chemicals,,,
JPN,"Tokyo Seimitsu Co., Ltd.",TKS:7729,16.7,Low ESG Risk,Semiconductors,,,
DNK,KommuneKredit,-,14.8,Low ESG Risk,Banks,,,
CHN,Zinwell Corp.,TAI:2485,21.2,Medium ESG Risk,Technology Hardware,,,
KOR,"Hansol Holdings Co., Ltd.",KRX:004150,29.2,Medium ESG Risk,Paper & Forestry,,,
JPN,"Sumitomo Forestry Co., Ltd.",TKS:1911,15.0,Low ESG Risk,Homebuilders,,,
USA,Primo Water Corp.,TSE:PRMW,29.3,Medium ESG Risk,Food Products,,,
USA,Abbott Laboratories,NYS:ABT,23.2,Medium ESG Risk,Healthcare,2.3,14.2,8.3
GBR,Dechra Pharmaceuticals Plc,-,18.7,Low ESG Risk,Pharmaceuticals,,,
JPN,Valqua Ltd.,TKS:7995,28.7,Medium ESG Risk,Chemicals,,,
ESP,Iberdrola SA,MCE:IBE,17.2,Low ESG Risk,Utilities,7.9,8.2,5.8
JPN,"Shizuoka Gas Co., Ltd.",TKS:9543,40.4,Severe ESG Risk,Utilities,,,
IND,Voltamp Transformers Ltd.,BOM:532757,26.9,Medium ESG Risk,Electrical Equipment,,,
IND,Campus Activewear Ltd.,BOM:543523,20.9,Medium ESG Risk,Textiles & Apparel,,,
USA,"Zimvie, Inc.",NAS:ZIMV,30.0,High ESG Risk,Healthcare,,,
USA,"The Hain Celestial Group, Inc.",NAS:HAIN,31.3,High ESG Risk,Food Products,,,
CHN,China Longyuan Power Group Corp. Ltd.,HKG:916,38.3,High ESG Risk,Utilities,,,
JPN,EARTH INFINITY CO. LTD.,TKS:7692,23.4,Medium ESG Risk,Semiconductors,,,
JPN,Daito Trust Construction Co. Ltd.,TKS:1878,22.4,Medium ESG Risk,Real Estate,,,
CHN,"XinhuaNet Co., Ltd.",SHG:603888,20.0,Medium ESG Risk,Media,,,
JPN,Yamaha Corp.,TKS:7951,10.2,Low ESG Risk,Consumer Durables,,,
CHN,"CNSIG Inner Mongolia Chemical Industry Co., Ltd.",SHG:600328,34.0,High ESG Risk,Chemicals,,,
CHN,"Sichuan Road & Bridge Co., Ltd.",SHG:600039,53.8,Severe ESG Risk,Construction & Engineering,,,
IND,Lakshmi Machine Works Ltd.,BOM:500252,28.4,Medium ESG Risk,Machinery,,,
KOR,"Sungeel Hitech Co., Ltd.",KRX:365340,30.5,High ESG Risk,Commercial Services,,,
FRA,Sartorius Stedim Biotech SA,PAR:DIM,14.9,Low ESG Risk,Pharmaceuticals,,,
JPN,"METAWATER Co., Ltd.",TKS:9551,27.5,Medium ESG Risk,Machinery,,,
THA,TTW Public Co. Ltd.,BKK:TTW,28.2,Medium ESG Risk,Utilities,,,
USA,United Services Automobile Association,-,31.0,High ESG Risk,Insurance,,,
CHN,"Jiangsu Linyang Energy Co., Ltd.",SHG:601222,19.1,Low ESG Risk,Technology Hardware,,,
IDN,PT Delta Dunia Makmur Tbk,JKT:DOID,32.7,High ESG Risk,Oil & Gas Producers,,,
KWT,Kuwait Projects Co. (Holding) KSC,KUW:KPROJ,18.1,Low ESG Risk,Diversified Financials,,,
IND,Ion Exchange (India) Ltd.,BOM:500214,29.4,Medium ESG Risk,Machinery,,,
IND,Tatva Chintan Pharma Chem Ltd.,BOM:543321,32.2,High ESG Risk,Chemicals,,,
KOR,"KUMHO Engineering & Construction Co., Ltd.",KRX:002990,39.6,High ESG Risk,Construction & Engineering,,,
CHN,"JCET Group Co., Ltd.",SHG:600584,32.9,High ESG Risk,Semiconductors,,,
ZAF,Bid Corp. Ltd.,JSE:BID,20.3,Medium ESG Risk,Food Retailers,,,
USA,VOXX International Corp.,NAS:VOXX,19.0,Low ESG Risk,Retailing,,,
USA,"EVERTEC, Inc.",NYS:EVTC,17.7,Low ESG Risk,Software & Services,,,
ESP,Grifols SA,MCE:GRF,16.3,Low ESG Risk,Pharmaceuticals,1.0,11.0,6.0
MEX,Prologis Property Mexico SA de CV,MEX:FIBRAPL14,9.9,Negligible ESG Risk,Real Estate,,,
USA,"Beyond Meat, Inc.",NAS:BYND,40.3,Severe ESG Risk,Food Products,,,
ITA,Banca Monte dei Paschi di Siena SpA,MIL:BMPS,24.9,Medium ESG Risk,Banks,,,
JPN,"Ministop Co., Ltd.",TKS:9946,29.5,Medium ESG Risk,Food Retailers,,,
KOR,"FOOSUNG Co., Ltd.",KRX:093370,36.9,High ESG Risk,Chemicals,,,
JPN,"Shinko Shoji Co., Ltd.",TKS:8141,13.5,Low ESG Risk,Technology Hardware,,,
IDN,PT Mitra Pinasthika Mustika Tbk,JKT:MPMX,18.6,Low ESG Risk,Retailing,,,
CHN,EC Healthcare,HKG:2138,14.8,Low ESG Risk,Consumer Services,,,
VNM,Refrigeration Electrical Engineering Corp.,STC:REE,45.3,Severe ESG Risk,Industrial Conglomerates,,,
FRA,Caisse Centrale du Crédit Immobilier de France SA,-,34.6,High ESG Risk,Banks,,,
CHN,"Pan Jit International, Inc.",TAI:2481,30.6,High ESG Risk,Semiconductors,,,
USA,"NexPoint Real Estate Finance, Inc.",NYS:NREF,22.1,Medium ESG Risk,Real Estate,,,
MYS,PPB Group Bhd.,KLS:4065,38.2,High ESG Risk,Food Products,,,
CHN,"Zhejiang Orient Financial Holdings Group Co., Ltd.",SHG:600120,35.8,High ESG Risk,Diversified Financials,,,
BRA,Taurus Armas SA,BSP:TASA4,35.2,High ESG Risk,Aerospace & Defense,,,
USA,"JM Family Enterprises, Inc.",-,24.6,Medium ESG Risk,Traders & Distributors,,,
BRA,Oncoclínicas do Brasil Serviços Médicos SA,BSP:ONCO3,25.2,Medium ESG Risk,Healthcare,,,
IND,Colgate-Palmolive (India) Ltd.,BOM:500830,28.0,Medium ESG Risk,Household Products,,,
USA,"IQVIA Holdings, Inc.",NYS:IQV,18.4,Low ESG Risk,Pharmaceuticals,1.3,10.6,7.2
JPN,DENSO Corp.,TKS:6902,17.2,Low ESG Risk,Auto Components,,,
JPN,"Kissei Pharmaceutical Co., Ltd.",TKS:4547,33.4,High ESG Risk,Pharmaceuticals,,,
KOR,JR Global REIT,KRX:348950,23.0,Medium ESG Risk,Real Estate,,,
DNK,Netcompany Group A/S,CSE:NETC,17.1,Low ESG Risk,Software & Services,,,
USA,Artesian Resources Corp.,NAS:ARTNA,48.5,Severe ESG Risk,Utilities,,,
CHN,Avicopter Plc,SHG:600038,52.0,Severe ESG Risk,Aerospace & Defense,,,
DEU,SAP SE,ETR:SAP,12.6,Low ESG Risk,Software & Services,,,
IND,Jain Irrigation Systems Ltd.,BOM:500219,25.7,Medium ESG Risk,Machinery,,,
KOR,"SAMWHA CAPACITOR Co., Ltd.",KRX:001820,26.0,Medium ESG Risk,Technology Hardware,,,
CAN,Canadian Utilities Ltd.,TSE:CU,22.2,Medium ESG Risk,Utilities,,,
CHN,"COFCO Biotechnology Co., Ltd.",SHE:000930,36.9,High ESG Risk,Chemicals,,,
CHN,"Power Wind Health Industry, Inc.",TAI:8462,16.5,Low ESG Risk,Consumer Services,,,
CHN,China Everbright Greentech Ltd.,HKG:1257,43.2,Severe ESG Risk,Utilities,,,
IDN,PT Ramayana Lestari Sentosa Tbk,JKT:RALS,19.9,Low ESG Risk,Retailing,,,
USA,"PROS Holdings, Inc.",NYS:PRO,18.8,Low ESG Risk,Software & Services,,,
CAN,Canfor Corp.,TSE:CFP,22.7,Medium ESG Risk,Paper & Forestry,,,
THA,Banpu Power Public Co. Ltd.,BKK:BPP,28.0,Medium ESG Risk,Utilities,,,
JPN,"BrainPad, Inc.",TKS:3655,23.9,Medium ESG Risk,Software & Services,,,
IND,Capri Global Capital Ltd.,BOM:531595,24.9,Medium ESG Risk,Banks,,,
AUS,Aurizon Network Pty Ltd.,-,9.4,Negligible ESG Risk,Transportation Infrastructure,,,
NOR,DNO ASA,OSL:DNO,46.3,Severe ESG Risk,Oil & Gas Producers,,,
KOR,"IS DONGSEO Co., Ltd.",KRX:010780,27.2,Medium ESG Risk,Building Products,,,
IND,Kitex Garments Ltd.,BOM:521248,16.5,Low ESG Risk,Textiles & Apparel,,,
NOR,AF Gruppen ASA,OSL:AFG,33.8,High ESG Risk,Construction & Engineering,,,
CHN,U-Ming Marine Transport Corp.,TAI:2606,22.4,Medium ESG Risk,Transportation,,,
CHN,"Linklogis, Inc.",HKG:9959,14.4,Low ESG Risk,Software & Services,,,
SWE,BioArctic AB,OME:BIOA.B,32.0,High ESG Risk,Pharmaceuticals,,,
AUS,Centuria Office REIT,ASX:COF,10.9,Low ESG Risk,Real Estate,,,
CHN,Johnson Electric Holdings Ltd.,HKG:179,17.8,Low ESG Risk,Electrical Equipment,,,
JPN,"The Keiyo Bank, Ltd.",TKS:8544,27.7,Medium ESG Risk,Banks,,,
